RmsStationId,NodeId,TenantId,TagId,LogType,LogSubType,MobileNumber,LogIntValue,LogFloatValue,ServerTime,LogTime
5761,39,0,0,6,1,0,0,53.84197617,1/1/2026 0:00,12/31/2025 23:59
375,45,7,0,1,2,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
2741,26,0,0,1,2,1767204001,3,0,1/1/2026 9:59,12/31/2025 23:59
3728,104,0,0,1,2,1767203993,2,0,1/1/2026 0:00,12/31/2025 23:59
4171,26,0,0,1,2,1767203900,2,0,1/1/2026 0:00,1/1/2026 0:00
5211,43,0,0,1,2,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
292,27,7,0,2,1,1766821839,0,0.842961252,1/1/2026 0:00,12/31/2025 23:59
4303,27,9,0,2,1,1766802397,0,1.040390491,1/1/2026 0:00,12/31/2025 23:59
5890,27,7,0,2,1,1766829406,0,2.148231745,1/1/2026 0:00,12/31/2025 23:59
6592,27,7,0,2,1,1766298142,0,0.84552002,1/1/2026 0:00,1/1/2026 0:00
292,27,7,0,2,2,1766821839,0,1970.563232,1/1/2026 0:00,12/31/2025 23:59
1763,27,7,0,2,2,1767165364,0,1918.361328,1/1/2026 0:00,12/31/2025 23:59
2419,27,7,0,2,2,1767178190,0,1735.519775,1/1/2026 0:00,1/1/2026 0:00
2490,27,7,0,2,2,1767181865,0,1349.422852,1/1/2026 0:00,12/31/2025 23:59
5835,27,7,0,2,2,1766171849,0,1268.168823,1/1/2026 0:00,12/31/2025 23:59
292,27,7,0,2,3,1766821839,0,36.59901428,1/1/2026 0:00,12/31/2025 23:59
1763,27,7,0,2,3,1767165364,0,35.60847855,1/1/2026 0:00,12/31/2026 23:59
2419,27,7,0,2,3,1767178190,0,32.20510101,1/1/2026 0:00,1/1/2026 0:00
2490,27,7,0,2,3,1767181865,0,26.10949898,1/1/2026 0:00,12/31/2025 23:59
5835,27,7,0,2,3,1766171849,0,23.51886749,1/1/2026 0:00,12/31/2025 23:59
2203,27,8,0,2,4,1767203707,2,1903,1/1/2026 0:00,12/31/2025 23:59
3179,89,25,0,2,4,1767204001,3,2416,1/1/2026 0:00,12/31/2025 23:59
4247,27,9,0,2,4,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
4832,27,7,0,2,4,1767203878,2,0,1/1/2026 0:00,12/31/2025 23:59
4953,27,7,0,2,4,1767203990,2,0,1/1/2026 0:00,1/1/2026 0:00
5427,27,7,0,2,4,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
5516,27,7,0,2,4,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
5989,27,7,0,2,4,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
6252,27,7,0,2,4,1767203953,2,0,1/1/2026 0:00,12/31/2025 23:59
6596,27,9,0,2,4,1767204001,3,0,1/1/2026 0:00,12/31/2025 23:59
7280,27,9,0,2,4,1767203983,2,0,1/1/2026 0:00,12/31/2025 23:59
2203,27,8,0,2,6,1767203707,0,8.651263267,1/1/2026 0:00,12/31/2025 23:59
4832,27,7,0,2,6,1767203878,0,0.105813406,1/1/2026 0:00,12/31/2025 23:59
4953,27,7,0,2,6,1767203990,0,0.009854661,1/1/2026 0:00,1/1/2026 0:00
6252,27,7,0,2,6,1767203953,0,0.039863806,1/1/2026 0:00,12/31/2025 23:59
7280,27,9,0,2,6,1767203983,0,0.015045002,1/1/2026 0:00,12/31/2025 23:59
2203,27,8,0,2,7,1767203707,0,0.012053372,1/1/2026 0:00,12/31/2025 23:59
4832,27,7,0,2,7,1767203878,0,0.005252886,1/1/2026 0:00,12/31/2025 23:59
4953,27,7,0,2,7,1767203990,0,6.69E-05,1/1/2026 0:00,1/1/2026 0:00
6252,27,7,0,2,7,1767203953,0,0.001564274,1/1/2026 0:00,12/31/2025 23:59
7280,27,9,0,2,7,1767203983,0,0.000722398,1/1/2026 0:00,12/31/2025 23:59
488,42,0,0,4,1,0,0,27.2282486,1/1/2026 0:00,12/31/2025 23:59
973,42,0,0,4,1,0,0,25.35135651,1/1/2026 0:00,12/31/2025 23:59
1325,42,0,0,4,1,0,0,28.55816078,1/1/2026 0:00,12/31/2025 23:59
5509,42,0,0,4,1,0,0,26.84214592,1/1/2026 0:00,12/31/2025 23:59
6091,42,0,0,4,1,0,0,30.26345253,1/1/2026 0:00,12/31/2025 23:59
488,35,0,0,5,1,0,0,40.58889771,1/1/2026 0:00,12/31/2025 23:59
973,35,0,0,5,1,0,0,2196.147156,1/1/2026 0:00,12/31/2025 23:59
1325,35,0,0,5,1,0,0,43.67880249,1/1/2026 0:00,12/31/2025 23:59
5509,35,0,0,5,1,0,0,47.53927612,1/1/2026 0:00,12/31/2025 23:59
6091,35,0,0,5,1,0,0,36.53005981,1/1/2026 0:00,12/31/2025 23:59
202,39,0,0,6,1,0,0,53.77848053,1/1/2026 0:00,12/31/2025 23:59
2516,119,0,0,6,1,0,0,54.06419754,1/1/2026 0:00,12/31/2025 23:59
3873,39,0,0,6,1,0,0,53.87372208,1/1/2026 0:00,1/1/2026 0:00
3945,90,0,0,6,1,0,0,54.09594727,1/1/2026 0:00,12/31/2025 23:59
3297,45,9,0,1,2,1767204002,3,0,1/1/2026 0:00,1/1/2026 0:00
5453,45,0,0,1,2,1767203928,2,0,1/1/2026 0:00,12/31/2025 23:59
7487,45,0,0,1,2,1767203928,2,0,1/1/2027 10:00,1/1/2027 0:00
3360,89,25,0,2,1,1767193197,0,0.491840273,1/1/2026 0:00,1/1/2026 0:00
603,27,7,0,2,2,1767159034,0,2391.130127,1/1/2026 0:00,12/31/2025 23:59
603,27,7,0,2,3,1767159034,0,44.37090683,1/1/2026 0:00,12/31/2025 23:59
144,27,7,0,2,4,1767203984,2,2124,1/1/2026 0:00,1/1/2026 0:00
423,27,7,0,2,4,1767204002,3,3253,1/1/2026 0:00,12/31/2025 23:59
1165,27,8,0,2,4,1767204002,3,2643,1/1/2026 0:00,1/1/2026 0:00
1931,27,8,0,2,4,1767203987,2,1688,1/1/2026 0:00,1/1/2026 0:00
2698,89,25,0,2,4,1767204002,3,2118,1/1/2026 0:00,12/31/2025 23:59
3653,89,25,0,2,4,1767204002,3,2101,1/1/2026 0:00,12/31/2025 23:59
4106,27,9,0,2,4,1767198810,2,0,1/1/2026 0:00,12/31/2025 23:59
4342,27,9,0,2,4,1767203969,2,0,1/1/2026 0:00,12/31/2025 23:59
4961,27,7,0,2,4,1767204002,3,0,1/1/2026 0:00,1/1/2026 0:00
5047,27,7,0,2,4,1767204002,3,0,1/1/2026 0:00,1/1/2026 0:00
6373,27,7,0,2,4,1767203983,2,0,1/1/2026 0:00,1/1/2026 0:00
6377,27,7,0,2,4,1767203911,2,0,1/1/2026 0:00,1/1/2026 0:00
144,27,7,0,2,6,1767203984,0,0.014248897,1/1/2026 0:00,1/1/2026 0:00
1931,27,8,0,2,6,1767203987,0,0.008344719,1/1/2026 0:00,1/1/2026 0:00
4106,27,9,0,2,6,1767198810,0,0.986873925,1/1/2026 0:00,12/31/2025 23:59
4342,27,9,0,2,6,1767203969,0,1.135642547,1/1/2026 0:00,12/31/2025 23:59
6373,27,7,0,2,6,1767203983,0,0.015425671,1/1/2026 0:00,1/1/2026 0:00
6377,27,7,0,2,6,1767203911,0,0.080592722,1/1/2026 10:00,1/1/2026 0:00
144,27,7,0,2,7,1767203984,0,0.000348071,1/1/2026 0:00,1/1/2026 0:00
1931,27,8,0,2,7,1767203987,0,0.000255492,1/1/2026 0:00,1/1/2026 0:00
4106,27,9,0,2,7,1767198810,0,0.107667871,1/1/2026 0:00,12/31/2025 23:59
4342,27,9,0,2,7,1767203969,0,0.000845981,1/1/2026 0:00,12/31/2025 23:59
6373,27,7,0,2,7,1767203983,0,0.000151364,1/1/2026 0:00,1/1/2026 0:00
6377,27,7,0,2,7,1767203911,0,0.005803741,1/1/2026 0:00,1/1/2026 0:00
2212,42,0,0,4,1,0,0,23.45301437,1/1/2026 0:00,1/1/2026 0:00
3394,92,0,0,4,1,0,0,28.68686295,1/1/2026 0:00,1/1/2026 0:00
7405,42,0,0,4,1,0,0,28.35438538,1/1/2026 0:00,1/1/2026 0:00
1217,35,0,0,5,1,0,0,46.33383179,1/1/2026 0:00,1/1/2026 0:00
2212,35,0,0,5,1,0,0,53.49783325,1/1/2026 0:00,1/1/2026 0:00
3394,91,0,0,5,1,0,0,43.90768433,1/1/2026 0:00,1/1/2026 0:00
7405,35,0,0,5,1,0,0,48.59213257,1/1/2026 0:00,1/1/2026 0:00
320,39,0,0,6,1,0,0,54.22293091,1/1/2026 0:00,12/31/2025 23:59
1507,39,0,0,6,1,0,0,54.08007431,1/1/2026 0:00,12/31/2025 23:59
1687,39,0,0,6,1,0,0,54.20705795,1/1/2026 0:00,12/31/2025 23:59
6122,39,0,0,6,1,0,0,54.52452469,1/1/2026 0:00,12/31/2025 23:59
1451,45,7,0,1,2,1767203970,2,0,1/1/2026 0:00,1/1/2026 0:00
7328,45,0,0,1,2,1767203988,2,0,1/1/2026 0:00,1/1/2026 0:00
7557,30,9,0,1,2,1767201463,2,0,1/1/2026 0:00,1/1/2026 0:00
2062,27,7,0,2,1,1767167985,0,2.133098364,1/1/2026 0:00,1/1/2026 0:00
3357,89,25,0,2,1,1767193197,0,1.070506334,1/1/2026 0:00,1/1/2026 0:00
5300,27,7,0,2,1,1767090544,0,0.853048384,1/1/2026 0:00,1/1/2026 0:00
319,27,7,0,2,2,1767159048,0,1469.381226,1/1/2026 0:00,1/1/2026 0:00
2760,27,9,0,2,2,1767181806,0,1224.361328,1/1/2026 0:00,1/1/2026 0:00
4491,27,7,0,2,2,1767115231,0,3040.370117,1/1/2026 0:00,1/1/2026 0:00
7048,27,7,0,2,2,1767189159,0,3699.281006,1/1/2026 0:00,1/1/2026 0:00
319,27,7,0,2,3,1767159048,0,27.37941551,1/1/2026 0:00,1/1/2026 0:00
2760,27,9,0,2,3,1767181806,0,1158.164501,1/1/2026 0:00,1/1/2026 0:00
4491,27,7,0,2,3,1767115231,0,56.43512344,1/1/2026 0:00,1/1/2026 0:00
7048,27,7,0,2,3,1767189159,0,68.14376068,1/1/2026 0:00,1/1/2026 0:00
370,27,7,0,2,4,1767204003,3,2759,1/1/2026 0:00,1/1/2026 0:00
1051,27,7,0,2,4,1767204003,3,3301,1/1/2026 0:00,12/31/2025 23:59
1625,27,8,0,2,4,1767204003,3,2721,1/1/2026 0:00,1/1/2026 0:00
2216,27,9,0,2,4,1767204003,3,2022,1/1/2026 0:00,1/1/2026 0:00
2556,27,8,0,2,4,1767203676,2,1784,1/1/2026 10:00,1/1/2026 0:00
5235,27,7,0,2,4,1767204003,3,0,1/1/2026 0:00,1/1/2026 0:01
5706,27,7,0,2,4,1767204003,3,0,1/1/2026 0:00,1/1/2026 0:00
5711,27,7,0,2,4,1767204003,3,0,1/1/2026 0:00,1/1/2026 0:00
6078,27,7,0,2,4,1767203906,2,0,1/1/2026 0:00,1/1/2026 0:03
2556,27,8,0,2,6,1767203676,0,0.191547602,1/1/2026 0:00,1/1/2026 0:00
6078,27,7,0,2,6,1767203906,0,0.08976955,1/1/2026 0:00,1/1/2026 0:03
2556,27,8,0,2,7,1767203676,0,0.013011603,1/1/2026 0:00,1/1/2026 0:00
6078,27,7,0,2,7,1767203906,0,0.006131248,1/1/2026 0:00,1/1/2026 0:03
7557,27,9,0,2,8,1767201463,2,0,1/1/2026 0:00,1/1/2026 0:00
1201,42,0,0,4,1,0,0,22.06947708,1/1/2026 0:00,1/1/2026 0:00
1217,42,0,0,4,1,0,0,26.28444099,1/1/2026 0:00,1/1/2026 0:00
2061,42,0,0,4,1,0,0,25.2977314,1/1/2026 0:00,1/1/2026 0:00
3037,92,0,0,4,1,0,0,27.56072807,1/1/2026 0:00,1/1/2026 0:00
3144,42,0,0,4,1,0,0,22.19817924,1/1/2026 0:00,1/1/2026 0:00
3180,92,0,0,4,1,0,0,29.61994553,1/1/2026 0:00,1/1/2026 0:00
7211,42,0,0,4,1,0,0,26.89577103,1/1/2026 0:00,1/1/2026 0:00
1201,35,0,0,5,1,0,0,63.63729858,1/1/2026 0:00,1/1/2026 0:00
2061,35,0,0,5,1,0,0,49.99594116,1/1/2026 0:00,1/1/2026 0:00
3037,91,0,0,5,1,0,0,45.68533325,1/1/2026 0:00,1/1/2026 0:00
3144,35,0,0,5,1,0,0,57.80081177,1/1/2026 0:00,1/1/2026 0:00
3180,91,0,0,5,1,0,0,41.9850769,1/1/2026 0:00,1/1/2026 0:00
7211,35,0,0,5,1,0,0,48.5539856,1/1/2026 0:00,1/1/2026 0:00
113,39,0,0,6,1,0,0,54.03245163,1/1/2026 0:00,1/1/2026 0:00
513,39,0,0,6,1,0,0,54.08007431,1/1/2026 0:00,1/1/2026 0:00
1262,39,0,0,6,1,0,0,54.11182022,1/1/2026 0:00,1/1/2026 0:00
1367,39,0,0,6,1,0,0,54.23880386,1/1/2026 0:00,1/1/2026 0:00
1501,39,0,0,6,1,0,0,53.95308685,1/1/2026 0:00,1/1/2026 0:00
3270,90,0,0,6,1,0,0,52.20703125,1/1/2026 0:00,1/1/2026 0:00
6688,39,0,0,6,1,0,0,53.38164902,1/1/2026 0:00,1/1/2026 0:00
280,46,7,0,1,2,1767204004,3,0,1/1/2026 0:00,1/1/2026 0:05
723,46,7,0,1,2,1767203973,2,0,1/1/2026 0:00,1/1/2026 0:00
901,45,8,0,1,2,1767204004,3,0,1/1/2026 0:00,1/1/2026 0:00
4727,45,0,0,1,2,1767203709,2,0,1/1/2026 0:00,1/1/2026 0:00
2203,27,8,0,2,1,1767193197,0,1.010560274,1/1/2026 0:00,1/1/2026 0:00
2934,89,25,0,2,1,1767182394,0,1.250479698,1/1/2026 0:00,1/1/2026 0:00
4334,27,7,0,2,1,1767182393,0,1.145570278,1/1/2026 0:00,1/1/2026 0:00
4616,27,7,0,2,1,1767166184,0,0.896752834,1/1/2026 0:00,1/1/2026 0:00
7226,27,9,0,2,1,1767193199,0,0.667741716,1/1/2026 0:00,1/1/2026 0:00
1720,27,7,0,2,2,1767191515,0,2353.978516,1/1/2026 0:00,1/1/2026 0:00
3417,27,9,0,2,2,1766994209,0,58474.26758,1/1/2026 0:00,1/1/2026 0:00
5559,27,7,0,2,2,1767023464,0,2543.683594,1/1/2026 0:00,1/1/2026 0:00
1720,27,7,0,2,3,1767191515,0,2125.841522,1/1/2026 0:00,1/1/2026 0:00
3417,27,9,0,2,3,1766994209,0,21.81717873,1/1/2026 0:00,1/1/2027 0:00
5559,27,7,0,2,3,1767023464,0,47.06313324,1/1/2026 0:00,1/1/2027 0:00
1519,27,8,0,2,4,1767203548,2,1968,1/1/2026 0:00,1/1/2026 0:00
2402,27,8,0,2,4,1767204004,3,2245,1/1/2026 0:00,1/1/2026 0:00
3386,89,25,0,2,4,1767204004,3,2092,1/1/2026 0:00,1/1/2026 0:00
3849,89,25,0,2,4,1767204004,3,2300,1/1/2026 0:00,1/1/2026 0:00
4853,27,9,0,2,4,1767203857,2,0,1/1/2026 0:00,1/1/2026 0:00
6404,27,7,0,2,4,1767204004,3,0,1/1/2026 0:00,1/1/2026 0:00
6681,27,7,0,2,4,1767203995,2,0,1/1/2026 0:00,1/1/2026 0:00
1519,27,8,0,2,6,1767203548,0,0.266233563,1/1/2026 0:00,1/1/2026 0:00
4853,27,9,0,2,6,1767203857,0,0.082017601,1/1/2026 0:00,1/1/2026 0:00
6681,27,7,0,2,6,1767203995,0,0.006949695,1/1/2026 0:00,1/1/2026 0:00
1519,27,8,0,2,7,1767203548,0,0.015798297,1/1/2026 0:00,1/1/2026 0:00
4853,27,9,0,2,7,1767203857,0,0.001981132,1/1/2026 10:00,1/1/2026 0:00
6681,27,7,0,2,7,1767203995,0,0.000112949,1/1/2026 0:00,1/1/2026 0:00
771,42,0,0,4,1,0,0,24.52552414,1/1/2026 0:00,1/1/2026 0:00
3446,92,0,0,4,1,0,0,25.74818611,1/1/2026 0:00,1/1/2026 0:00
5691,42,0,0,4,1,0,0,28.47236061,1/1/2026 0:00,1/1/2026 0:00
771,35,0,0,5,1,0,0,53.24606323,1/1/2026 0:00,1/1/2026 0:00
3446,91,0,0,5,1,0,0,47.62319946,1/1/2026 0:00,1/1/2026 0:00
5691,35,0,0,5,1,0,0,2323.176575,1/1/2026 0:00,1/1/2026 0:00
1835,39,0,0,6,1,0,0,52.98482132,1/1/2026 0:00,1/1/2026 0:00
5255,39,0,0,6,1,0,0,53.8260994,1/1/2026 0:00,1/1/2026 0:00
2813,26,0,0,1,2,1767204005,3,0,1/1/2026 0:00,1/1/2026 0:00
4727,45,0,0,1,2,1767204005,3,0,1/1/2027 10:00,1/1/2027 0:00
5447,40,0,0,1,2,1767204000,2,0,1/1/2026 0:00,1/1/2026 0:00
6542,45,0,0,1,2,1767203931,2,0,1/1/2026 10:00,1/1/2026 0:00
926,27,7,0,2,1,1766980683,0,64.1364336,1/1/2026 0:00,1/1/2026 0:00
3231,89,25,0,2,1,1767198601,0,2.243744612,1/1/2026 0:00,1/1/2026 0:00
3566,89,26,0,2,1,1767198602,0,1.361003399,1/1/2026 0:00,1/1/2026 0:00
5194,27,7,0,2,1,1766935667,0,1.711282969,1/1/2026 0:00,1/1/2026 0:00
6829,27,9,0,2,1,1767148176,0,0.71206522,1/1/2026 0:00,1/1/2026 0:00
3890,89,25,0,2,2,1767166255,0,5604.853027,1/1/2026 0:00,1/1/2026 0:00
5098,27,7,0,2,2,1766833952,0,3018.712646,1/1/2026 0:00,1/1/2026 0:00
3890,89,25,0,2,3,1767166255,0,104.006218,1/1/2026 0:00,1/1/2026 0:00
5098,27,7,0,2,3,1766833952,0,56.23193359,1/1/2026 0:00,1/1/2026 0:00
1214,27,8,0,2,4,1767203921,2,2424,1/1/2026 0:00,1/1/2026 0:00
1260,27,8,0,2,4,1767204005,3,2034,1/1/2026 10:00,1/1/2026 0:00
2020,27,9,0,2,4,1767203951,2,1660,1/1/2026 0:00,1/1/2026 0:00
2237,27,8,0,2,4,1767203978,2,1793,1/1/2026 0:00,1/1/2027 0:00
5329,27,7,0,2,4,1767203944,2,0,1/1/2026 0:00,1/1/2026 0:00
6355,27,7,0,2,4,1767203892,2,0,1/1/2026 0:00,1/1/2026 0:00
6609,27,7,0,2,4,1767204005,3,0,1/1/2026 0:00,1/1/2026 0:00
6767,27,9,0,2,4,1767204005,3,0,1/1/2026 0:00,1/1/2026 0:00
1214,27,8,0,2,6,1767203921,0,0.059633661,1/1/2026 0:00,1/1/2026 0:00
2020,27,9,0,2,6,1767203951,0,0.029790718,1/1/2026 0:00,1/1/2026 0:00
2237,27,8,0,2,6,1767203978,0,0.014738502,1/1/2026 0:00,1/1/2026 0:00
3890,89,25,0,2,6,1745199310,0,2.802139044,1/1/2026 0:00,1/1/2026 0:00
5030,27,8,0,2,6,1767180595,0,1.325453281,1/1/2026 0:00,1/1/2026 0:00
5329,27,7,0,2,6,1767203944,0,0.054115247,1/1/2026 0:00,1/1/2026 0:00
6355,27,7,0,2,6,1767203892,0,4.825583473,1/1/2026 0:00,1/1/2026 0:00
6820,27,8,0,2,6,1767200402,0,1.116371512,1/1/2026 0:00,1/1/2026 0:00
1214,27,8,0,2,7,1767203921,0,0.002384704,1/1/2026 0:00,1/1/2026 0:00
2020,27,9,0,2,7,1767203951,0,0.001165023,1/1/2026 0:00,1/1/2026 0:00
2237,27,8,0,2,7,1767203978,0,0.000299345,1/1/2026 0:00,1/1/2026 0:00
3890,89,25,0,2,7,1745199310,0,1.802139044,1/1/2026 0:00,1/1/2026 0:00
5030,27,8,0,2,7,1767180595,0,0.325496316,1/1/2026 0:00,1/1/2026 0:00
5329,27,7,0,2,7,1767203944,0,0.002099629,1/1/2026 10:00,1/1/2026 0:00
6355,27,7,0,2,7,1767203892,0,0.003311156,1/1/2026 0:00,1/1/2026 0:00
6820,27,8,0,2,7,1767200402,0,0.122243516,1/1/2026 0:00,1/1/2026 0:00
1730,42,0,0,4,1,0,0,22.72370911,1/1/2026 0:00,1/1/2026 0:00
2973,123,0,0,4,1,0,0,29.13731766,1/1/2026 0:00,1/1/2026 0:00
3342,42,0,0,4,1,0,0,27.20679855,1/1/2026 0:00,1/1/2026 0:00
3552,92,0,0,4,1,0,0,1491.186142,1/1/2026 0:00,1/1/2026 0:00
5542,42,0,0,4,1,0,0,25.58730888,1/1/2026 0:00,1/1/2026 0:00
6439,42,0,0,4,1,0,0,32.2797699,1/1/2026 0:00,1/1/2026 0:00
1730,35,0,0,5,1,0,0,65.78115845,1/1/2026 0:00,1/1/2026 0:00
2973,120,0,0,5,1,0,0,22.82003784,1/1/2026 0:00,1/1/2026 0:00
3342,35,0,0,5,1,0,0,46.98995972,1/1/2026 0:00,1/1/2026 0:00
3552,91,0,0,5,1,0,0,38.506073,1/1/2026 0:00,1/1/2026 0:00
5542,35,0,0,5,1,0,0,56.38937378,1/1/2026 0:00,1/1/2026 0:00
6439,35,0,0,5,1,0,0,32.53225708,1/1/2026 0:00,1/1/2026 0:00
488,39,0,0,6,1,0,0,53.5721283,1/1/2026 0:00,1/1/2026 0:00
973,39,0,0,6,1,0,0,2707.178307,1/1/2026 0:00,1/1/2026 0:00
1777,39,0,0,6,1,0,0,53.98483276,1/1/2026 0:00,1/1/2026 0:00
1606,26,0,0,1,2,1767204006,3,0,1/1/2026 0:00,1/1/2026 0:00
3297,45,9,0,1,2,1767204002,2,0,1/1/2026 0:00,1/1/2026 0:00
4195,40,0,0,1,2,1767204006,3,0,1/1/2026 0:00,1/1/2026 0:00
6840,45,0,0,1,2,1767203933,2,0,1/1/2026 0:00,1/1/2026 0:00
1347,27,7,0,2,1,1767148177,0,0.775355577,1/1/2026 0:00,1/1/2026 0:00
1428,27,7,0,2,1,1767148176,0,1.003322601,1/1/2026 10:00,1/1/2026 0:00
3893,89,25,0,2,1,1767166184,0,0.885891736,1/1/2026 0:00,1/1/2026 0:00
943,27,7,0,2,2,1767193673,0,1262.967407,1/1/2026 0:00,1/1/2026 0:00
1121,27,7,0,2,2,1766572797,0,2560.521973,1/1/2026 0:00,1/1/2026 0:00
1272,27,7,0,2,2,1767170604,0,2107.217041,1/1/2026 0:00,1/1/2026 0:00
1494,27,7,0,2,2,1767094347,0,1565.172485,1/1/2026 0:00,1/1/2026 0:00
6019,27,9,0,2,2,1767017910,0,1971.065552,1/1/2026 0:00,1/1/2026 0:00
943,27,7,0,2,3,1767193673,0,23.16329002,1/1/2026 0:00,1/1/2026 0:00
1121,27,7,0,2,3,1766572797,0,47.139328,1/1/2026 0:00,1/1/2026 0:00
1272,27,7,0,2,3,1767170604,0,38.88486481,1/1/2026 0:00,1/1/2026 0:00
1494,27,7,0,2,3,1767094347,0,29.23349571,1/1/2026 0:00,1/1/2026 0:00
6019,27,9,0,2,3,1767017910,0,37.64034653,1/1/2026 0:00,1/1/2026 0:00
580,27,7,0,2,4,1767204006,3,3002,1/1/2026 0:00,1/1/2026 0:00
1787,27,8,0,2,4,1767203861,2,0,1/1/2026 0:00,1/1/2026 0:00
2298,27,8,0,2,4,1767204006,3,2518,1/1/2026 10:00,1/1/2026 0:00
2814,27,8,0,2,4,1767203761,2,1741,1/1/2026 0:00,1/1/2026 0:00
2907,27,9,0,2,4,1767203994,2,1445,1/1/2026 10:00,1/1/2026 0:00
2960,27,8,0,2,4,1767203769,2,1919,1/1/2026 0:00,1/1/2027 0:00
3319,89,25,0,2,4,1767203735,2,0,1/1/2026 0:00,1/1/2026 0:00
3459,89,25,0,2,4,1767204006,3,2400,1/1/2026 0:00,1/1/2027 0:00
5742,27,7,0,2,4,1767204006,3,0,1/1/2026 0:00,1/1/2026 0:00
5748,27,7,0,2,4,1767204006,3,0,1/1/2026 0:00,1/1/2026 0:00
1787,27,8,0,2,6,1767203861,0,0.084086217,1/1/2026 0:00,1/1/2027 0:00
