timestamp,sensor_id,temperature,humidity
2026-01-01 12:50:00,sensor_02,25.15,52.92
2026-01-01 12:55:00,sensor_03,24.64,51.74
2026-01-01 13:00:00,sensor_03,25.42,52.78
2026-01-01 13:05:00,sensor_03,24.72,55.48
2026-01-01 13:10:00,sensor_01,23.89,57.92
2026-01-01 13:15:00,sensor_01,24.81,55.89
2026-01-01 13:20:00,sensor_01,24.0,54.05
2026-01-01 13:25:00,sensor_02,24.88,56.17
2026-01-01 13:30:00,sensor_03,25.06,54.34
2026-01-01 13:35:00,sensor_02,24.07,53.87
2026-01-01 13:40:00,sensor_02,24.96,52.95
2026-01-01 13:45:00,sensor_02,24.69,51.76
2026-01-01 13:50:00,sensor_03,24.89,54.48
2026-01-01 13:55:00,sensor_01,25.43,55.57
2026-01-01 14:00:00,sensor_03,23.88,55.31
2026-01-01 14:05:00,sensor_03,23.62,54.67
2026-01-01 14:10:00,sensor_02,23.56,53.61
2026-01-01 14:15:00,sensor_02,23.59,56.72
2026-01-01 14:20:00,sensor_02,23.96,52.87
2026-01-01 14:25:00,sensor_01,24.17,57.05
2026-01-01 14:30:00,sensor_01,24.14,53.5
2026-01-01 14:35:00,sensor_01,24.41,54.0
2026-01-01 14:40:00,sensor_03,24.01,52.57
2026-01-01 14:45:00,sensor_02,24.73,54.5
2026-01-01 14:50:00,sensor_03,23.87,57.45
2026-01-01 14:55:00,sensor_01,25.36,56.53
2026-01-01 15:00:00,sensor_02,23.9,57.66
2026-01-01 15:05:00,sensor_01,23.16,56.75
2026-01-01 15:10:00,sensor_02,23.05,53.5
2026-01-01 15:15:00,sensor_02,23.83,55.05
2026-01-01 15:20:00,sensor_03,23.47,54.15
2026-01-01 15:25:00,sensor_03,23.94,58.37
2026-01-01 15:30:00,sensor_01,23.82,53.31
2026-01-01 15:35:00,sensor_03,23.55,57.49
2026-01-01 15:40:00,sensor_03,23.16,57.49
2026-01-01 15:45:00,sensor_03,22.83,59.37
2026-01-01 15:50:00,sensor_02,23.36,54.89
2026-01-01 15:55:00,sensor_03,24.01,57.13
2026-01-01 16:00:00,sensor_01,23.37,60.43
2026-01-01 16:05:00,sensor_02,22.65,54.63
2026-01-01 16:10:00,sensor_02,23.35,52.8
2026-01-01 16:15:00,sensor_03,23.46,52.11
2026-01-01 16:20:00,sensor_02,22.83,57.29
2026-01-01 16:25:00,sensor_01,23.34,52.1
2026-01-01 16:30:00,sensor_01,23.3,55.12
2026-01-01 16:35:00,sensor_02,22.7,56.74
2026-01-01 16:40:00,sensor_03,23.45,56.24
2026-01-01 16:45:00,sensor_03,23.55,56.72
2026-01-01 16:50:00,sensor_02,23.81,56.31
2026-01-01 16:55:00,sensor_01,23.79,58.42
2026-01-01 17:00:00,sensor_02,22.38,54.06
2026-01-01 17:05:00,sensor_03,22.6,54.61
2026-01-01 17:10:00,sensor_03,23.33,54.42
2026-01-01 17:15:00,sensor_02,23.33,57.63
2026-01-01 17:20:00,sensor_01,23.33,57.77
2026-01-01 17:25:00,sensor_02,24.99,56.87
2026-01-01 17:30:00,sensor_01,23.35,58.33
2026-01-01 17:35:00,sensor_01,23.64,53.61
2026-01-01 17:40:00,sensor_02,23.55,59.3
2026-01-01 17:45:00,sensor_02,23.39,59.01
2026-01-01 17:50:00,sensor_01,22.91,57.44
2026-01-01 17:55:00,sensor_01,23.45,59.53
2026-01-01 18:00:00,sensor_01,22.61,52.69
2026-01-01 18:05:00,sensor_01,22.88,54.95
2026-01-01 18:10:00,sensor_03,22.76,54.53
2026-01-01 18:15:00,sensor_02,23.04,57.44
2026-01-01 18:20:00,sensor_01,24.16,53.9
2026-01-01 18:25:00,sensor_02,22.07,57.51
2026-01-01 18:30:00,sensor_01,23.34,58.74
2026-01-01 18:35:00,sensor_02,22.19,57.39
2026-01-01 18:40:00,sensor_02,22.76,56.57
2026-01-01 18:45:00,sensor_01,23.54,54.02
2026-01-01 18:50:00,sensor_01,23.03,54.31
2026-01-01 18:55:00,sensor_02,22.46,58.5
2026-01-01 19:00:00,sensor_02,22.71,57.52
2026-01-01 19:05:00,sensor_02,23.41,55.89
2026-01-01 19:10:00,sensor_03,22.7,55.13
2026-01-01 19:15:00,sensor_01,23.18,51.91
2026-01-01 19:20:00,sensor_03,23.09,53.82
2026-01-01 19:25:00,sensor_03,22.74,59.79
2026-01-01 19:30:00,sensor_01,24.14,53.41
2026-01-01 19:35:00,sensor_01,23.39,56.34
2026-01-01 19:40:00,sensor_03,22.06,57.98
2026-01-01 19:45:00,sensor_01,23.16,53.46
2026-01-01 19:50:00,sensor_02,22.74,56.34
2026-01-01 19:55:00,sensor_02,23.49,57.84
2026-01-01 20:00:00,sensor_03,22.87,55.89
2026-01-01 20:05:00,sensor_03,23.21,61.6
2026-01-01 20:10:00,sensor_01,113.04,52.53
2026-01-01 20:15:00,sensor_01,23.7,57.98
2026-01-01 20:20:00,sensor_03,22.67,55.52
2026-01-01 20:25:00,sensor_03,23.1,57.41
2026-01-01 20:30:00,sensor_02,23.03,56.75
2026-01-01 20:35:00,sensor_02,22.94,54.4
2026-01-01 20:40:00,sensor_01,24.15,56.32
2026-01-01 20:45:00,sensor_02,23.47,52.15
2026-01-01 20:50:00,sensor_01,22.64,57.07
2026-01-01 20:55:00,sensor_01,23.73,56.46
2026-01-01 21:00:00,sensor_01,24.65,56.98
2026-01-01 21:05:00,sensor_02,24.1,57.82
2026-01-01 21:10:00,sensor_03,22.83,56.44
2026-01-01 21:15:00,sensor_03,23.34,56.0
2026-01-01 21:20:00,sensor_02,24.22,53.94
2026-01-01 21:25:00,sensor_03,23.23,-6.54
2026-01-01 21:30:00,sensor_01,23.81,58.08
2026-01-01 21:35:00,sensor_03,23.97,58.58
2026-01-01 21:40:00,sensor_02,23.12,55.23
2026-01-01 21:45:00,sensor_03,23.56,55.8
2026-01-01 21:50:00,sensor_01,21.97,53.9
2026-01-01 21:55:00,sensor_01,23.07,58.05
2026-01-01 22:00:00,sensor_02,23.87,56.83
2026-01-01 22:05:00,sensor_02,23.38,59.38
2026-01-01 22:10:00,sensor_02,24.82,53.74
2026-01-01 22:15:00,sensor_01,23.28,54.74
2026-01-01 22:20:00,sensor_03,23.78,55.96
2026-01-01 22:25:00,sensor_03,24.07,56.79
2026-01-01 22:30:00,sensor_02,24.72,55.07
2026-01-01 22:35:00,sensor_03,23.28,53.75
2026-01-01 22:40:00,sensor_03,24.58,57.26
2026-01-01 22:45:00,sensor_02,24.01,56.94
2026-01-01 22:50:00,sensor_02,23.51,53.67
2026-01-01 22:55:00,sensor_01,24.23,58.21
2026-01-01 23:00:00,sensor_01,24.58,57.6
2026-01-01 23:05:00,sensor_01,24.18,55.53
2026-01-01 23:10:00,sensor_01,24.52,55.42
2026-01-01 23:15:00,sensor_03,24.29,56.37
2026-01-01 23:20:00,sensor_03,24.54,53.54
2026-01-01 23:25:00,sensor_01,24.81,55.32
2026-01-01 23:30:00,sensor_01,25.28,50.95
2026-01-01 23:35:00,sensor_02,23.86,57.01
2026-01-01 23:40:00,sensor_03,25.55,52.14
2026-01-01 23:45:00,sensor_03,23.51,58.27
2026-01-01 23:50:00,sensor_01,24.41,54.6
2026-01-01 23:55:00,sensor_03,24.78,54.84
2026-01-02 00:00:00,sensor_02,25.14,53.74
2026-01-02 00:05:00,sensor_02,24.69,54.42
2026-01-02 00:10:00,sensor_03,24.9,57.84
2026-01-02 00:15:00,sensor_01,24.75,50.02
2026-01-02 00:20:00,sensor_03,24.71,57.55
2026-01-02 00:25:00,sensor_02,25.42,55.68
2026-01-02 00:30:00,sensor_01,25.18,52.59
2026-01-02 00:35:00,sensor_03,24.65,52.85
2026-01-02 00:40:00,sensor_01,25.45,58.35
2026-01-02 00:45:00,sensor_01,25.15,53.11
2026-01-02 00:50:00,sensor_02,25.41,52.69
2026-01-02 00:55:00,sensor_01,25.31,57.27
2026-01-02 01:00:00,sensor_03,25.1,55.42
2026-01-02 01:05:00,sensor_01,25.24,52.87
2026-01-02 01:10:00,sensor_01,25.89,55.17
2026-01-02 01:15:00,sensor_03,25.82,52.69
2026-01-02 01:20:00,sensor_02,25.51,56.94
2026-01-02 01:25:00,sensor_02,25.58,56.86
2027-01-02 01:30:00,sensor_03,26.16,55.81
2026-01-02 01:35:00,sensor_03,25.22,55.46
2026-01-02 01:40:00,sensor_02,25.79,58.26
2026-01-02 01:45:00,sensor_01,25.42,54.74
2026-01-02 01:50:00,sensor_03,25.41,52.38
2026-01-02 01:55:00,sensor_01,26.07,55.64
2026-01-02 02:00:00,sensor_03,26.41,58.67
2026-01-02 02:05:00,sensor_02,26.41,52.47
2026-01-02 02:10:00,sensor_01,26.65,53.78
2026-01-02 02:15:00,sensor_01,117.99,55.33
2026-01-02 02:20:00,sensor_03,26.34,54.39
2026-01-02 02:25:00,sensor_01,25.84,52.54
2026-01-02 02:30:00,sensor_03,26.16,56.74
2026-01-02 02:35:00,sensor_02,25.93,59.14
2026-01-02 02:40:00,sensor_01,26.05,54.89
2026-01-02 02:45:00,sensor_03,26.3,52.69
2026-01-02 02:50:00,sensor_01,25.59,51.4
2026-01-02 02:55:00,sensor_03,27.05,55.02
2026-01-02 03:00:00,sensor_03,25.91,56.5
2026-01-02 03:05:00,sensor_03,25.81,55.24
2026-01-02 03:10:00,sensor_02,26.99,54.29
2026-01-02 03:15:00,sensor_01,26.81,53.11
2026-01-02 03:20:00,sensor_02,26.73,52.11
2026-01-02 03:25:00,sensor_03,26.73,55.96
2026-01-02 03:30:00,sensor_03,26.41,56.12
2026-01-02 03:35:00,sensor_02,25.97,51.2
2026-01-02 03:40:00,sensor_02,26.45,57.47
2026-01-02 03:45:00,sensor_01,26.08,55.44
2026-01-02 03:50:00,sensor_03,26.9,57.09
2026-01-02 03:55:00,sensor_02,26.34,51.61
2026-01-02 04:00:00,sensor_03,26.32,51.4
2026-01-02 04:05:00,sensor_03,26.57,53.84
2026-01-02 04:10:00,sensor_01,26.94,55.14
2026-01-02 04:15:00,sensor_01,26.45,57.73
2026-01-02 04:20:00,sensor_01,26.32,55.55
2026-01-02 04:25:00,sensor_02,26.85,53.65
2026-01-02 04:30:00,sensor_03,26.85,52.08
2026-01-02 04:35:00,sensor_02,26.48,56.59
2026-01-02 04:40:00,sensor_02,26.5,52.2
2026-01-02 04:45:00,sensor_01,26.85,57.39
2026-01-02 04:50:00,sensor_03,26.01,53.57
2026-01-02 04:55:00,sensor_03,26.03,57.32
2026-01-02 05:00:00,sensor_01,26.57,55.39
2026-01-02 05:05:00,sensor_03,26.83,53.76
2026-01-02 05:10:00,sensor_01,27.09,53.0
2026-01-02 05:15:00,sensor_02,27.67,53.35
2026-01-02 05:20:00,sensor_02,27.36,54.89
2026-01-02 05:25:00,sensor_01,26.85,54.19
2026-01-02 05:30:00,sensor_02,26.92,52.85
2026-01-02 05:35:00,sensor_02,26.43,53.7
2026-01-02 05:40:00,sensor_01,26.92,54.19
2026-01-02 05:45:00,sensor_02,26.79,49.78
2026-01-02 05:50:00,sensor_03,27.09,54.95
2026-01-02 05:55:00,sensor_02,26.52,52.07
2026-01-02 06:00:00,sensor_01,27.26,51.69
2026-01-02 06:05:00,sensor_03,27.77,50.63
2026-01-02 06:10:00,sensor_03,26.95,50.41
2026-01-02 06:15:00,sensor_02,27.2,51.29
2026-01-02 06:20:00,sensor_03,27.35,52.58
2026-01-02 06:25:00,sensor_01,26.8,57.91
2026-01-02 06:30:00,sensor_03,27.11,52.95
2026-01-02 06:35:00,sensor_02,27.01,54.36
2026-01-02 06:40:00,sensor_02,27.05,54.8
2026-01-02 06:45:00,sensor_03,26.61,54.26
2026-01-02 06:50:00,sensor_01,27.01,-4.06
2026-01-02 06:55:00,sensor_01,27.25,51.61
2026-01-02 07:00:00,sensor_02,27.66,56.94
2026-01-02 07:05:00,sensor_02,27.41,57.65
2026-01-02 07:10:00,sensor_01,28.01,50.67
2026-01-02 07:15:00,sensor_03,26.55,51.99
2026-01-02 07:20:00,sensor_03,27.37,53.47
2026-01-02 07:25:00,sensor_03,27.02,52.1
2026-01-02 07:30:00,sensor_03,28.03,55.05
2026-01-02 07:35:00,sensor_01,26.53,52.58
2026-01-02 07:40:00,sensor_02,26.51,58.36
2026-01-02 07:45:00,sensor_02,26.63,56.42
2026-01-02 07:50:00,sensor_03,25.87,54.46
2026-01-02 07:55:00,sensor_01,26.67,56.09
2026-01-02 08:00:00,sensor_01,26.35,56.35
2026-01-02 08:05:00,sensor_03,26.81,53.01
2026-01-02 08:10:00,sensor_03,26.9,52.5
2026-01-02 08:15:00,sensor_03,27.67,54.29
2026-01-02 08:20:00,sensor_02,27.21,55.86
2026-01-02 08:25:00,sensor_03,26.44,54.41
2026-01-02 08:30:00,sensor_02,26.28,50.98
2026-01-02 08:35:00,sensor_01,26.98,52.53
2026-01-02 08:40:00,sensor_01,26.07,53.99
2026-01-02 08:45:00,sensor_02,27.65,53.98
2026-01-02 08:50:00,sensor_02,27.32,58.08
2026-01-02 08:55:00,sensor_02,26.5,51.36
2026-01-02 09:00:00,sensor_02,25.56,55.3
2026-01-02 09:05:00,sensor_03,27.09,57.27
2026-01-02 09:10:00,sensor_01,26.36,58.84
2026-01-02 09:15:00,sensor_03,27.03,53.48
2026-01-02 09:20:00,sensor_02,25.62,55.28
2026-01-02 09:25:00,sensor_03,25.62,55.28
2026-01-02 09:30:00,sensor_03,25.62,55.28
2026-01-02 09:35:00,sensor_01,25.62,55.28
2026-01-02 09:40:00,sensor_03,25.62,55.28
2026-01-02 09:45:00,sensor_01,25.62,55.28
2026-01-02 09:50:00,sensor_02,25.62,55.28
2026-01-02 09:55:00,sensor_03,25.62,55.28
2026-01-02 10:00:00,sensor_02,25.62,55.28
2026-01-02 10:05:00,sensor_01,25.62,55.28
2026-01-02 10:10:00,sensor_02,25.62,55.28
2026-01-02 10:15:00,sensor_02,25.62,55.28
2026-01-02 10:20:00,sensor_01,25.62,55.28
2026-01-02 10:25:00,sensor_02,25.62,55.28
2026-01-02 10:30:00,sensor_02,25.62,55.28
2026-01-02 10:35:00,sensor_02,25.62,55.28
2026-01-02 10:40:00,sensor_03,25.62,55.28
2026-01-02 10:45:00,sensor_02,25.62,55.28
2026-01-02 10:50:00,sensor_01,25.62,55.28
2026-01-02 10:55:00,sensor_03,25.62,55.28
2026-01-02 11:00:00,sensor_03,25.62,55.28
2026-01-02 11:05:00,sensor_01,25.62,55.28
2026-01-02 11:10:00,sensor_02,25.62,55.28
2026-01-02 11:15:00,sensor_03,25.62,55.28
2026-01-02 11:20:00,sensor_03,25.62,55.28
2026-01-02 11:25:00,sensor_03,25.62,55.28
2026-01-02 11:30:00,sensor_02,25.62,55.28
2026-01-02 11:35:00,sensor_03,25.62,55.28
2026-01-02 11:40:00,sensor_01,25.62,55.28
2026-01-02 11:45:00,sensor_02,25.62,55.28
2026-01-02 11:50:00,sensor_01,25.62,55.28
2026-01-02 11:55:00,sensor_01,25.62,55.28
2026-01-02 12:00:00,sensor_03,25.62,55.28
2026-01-02 12:05:00,sensor_03,25.62,55.28
2026-01-02 12:10:00,sensor_03,25.62,55.28
2026-01-02 12:15:00,sensor_01,25.62,55.28
2026-01-02 12:20:00,sensor_02,25.62,55.28
2026-01-02 12:25:00,sensor_03,25.62,55.28
2026-01-02 12:30:00,sensor_03,25.62,55.28
2026-01-02 12:35:00,sensor_01,25.62,55.28
2026-01-02 12:40:00,sensor_02,25.62,55.28
2026-01-02 12:45:00,sensor_01,24.98,53.77
2026-01-02 12:50:00,sensor_03,23.97,55.28
2026-01-02 12:55:00,sensor_01,24.96,-1.19
2026-01-02 13:00:00,sensor_03,23.83,56.65
2026-01-02 13:05:00,sensor_02,24.82,52.98
2026-01-02 13:10:00,sensor_01,24.67,55.04
2026-01-02 13:15:00,sensor_03,24.01,53.65
2026-01-02 13:20:00,sensor_03,24.23,54.48
2026-01-02 13:25:00,sensor_03,23.95,54.43
2026-01-02 13:30:00,sensor_03,24.45,54.3
2026-01-02 13:35:00,sensor_01,24.96,52.75
2026-01-02 13:40:00,sensor_03,23.99,55.0
2026-01-02 13:45:00,sensor_01,24.73,54.14
2026-01-02 13:50:00,sensor_03,24.22,49.4
2026-01-02 13:55:00,sensor_01,24.09,59.36
2026-01-02 14:00:00,sensor_01,23.95,57.68
2026-01-02 14:05:00,sensor_03,23.48,54.75
2026-01-02 14:10:00,sensor_03,23.72,55.54
2026-01-02 14:15:00,sensor_03,23.4,53.16
2026-01-02 14:20:00,sensor_03,24.98,58.89
2026-01-02 14:25:00,sensor_02,24.02,59.29
2026-01-02 14:30:00,sensor_03,23.65,55.81
2026-01-02 14:35:00,sensor_03,24.11,57.55
2026-01-02 14:40:00,sensor_03,23.94,55.85
2026-01-02 14:45:00,sensor_01,23.89,52.83
2026-01-02 14:50:00,sensor_03,24.31,54.68
2026-01-02 14:55:00,sensor_01,24.38,55.76
2026-01-02 15:00:00,sensor_01,23.32,54.8
2026-01-02 15:05:00,sensor_01,23.3,55.27
2026-01-02 15:10:00,sensor_01,23.45,55.52
2026-01-02 15:15:00,sensor_02,22.43,55.55
2026-01-02 15:20:00,sensor_03,22.83,55.81
2026-01-02 15:25:00,sensor_01,24.27,53.59
2026-01-02 15:30:00,sensor_03,24.41,54.27
2026-01-02 15:35:00,sensor_01,23.46,53.14
2026-01-02 15:40:00,sensor_02,23.87,57.66
2026-01-02 15:45:00,sensor_01,23.74,51.5
2026-01-02 15:50:00,sensor_03,25.13,58.01
2026-01-02 15:55:00,sensor_03,24.15,58.48
2026-01-02 16:00:00,sensor_02,23.2,55.26
2026-01-02 16:05:00,sensor_03,22.79,50.66
2026-01-02 16:10:00,sensor_03,22.46,55.14
2026-01-02 16:15:00,sensor_01,23.37,55.74
2026-01-02 16:20:00,sensor_03,22.89,53.84
2026-01-02 16:25:00,sensor_01,22.56,54.84
2026-01-02 16:30:00,sensor_02,22.94,58.93
2026-01-02 16:35:00,sensor_03,22.73,57.2
2026-01-02 16:40:00,sensor_01,24.11,54.02
2026-01-02 16:45:00,sensor_03,23.71,52.67
2026-01-02 16:50:00,sensor_01,23.26,55.21
2026-01-02 16:55:00,sensor_02,24.01,55.44
2026-01-02 17:00:00,sensor_01,23.11,56.96
2026-01-02 17:05:00,sensor_03,22.64,54.9
2026-01-02 17:10:00,sensor_01,23.83,56.99
2026-01-02 17:15:00,sensor_03,23.34,59.84
2026-01-02 17:20:00,sensor_02,22.55,57.6
2026-01-02 17:25:00,sensor_01,22.97,55.87
2026-01-02 17:30:00,sensor_03,22.63,55.6
2026-01-02 17:35:00,sensor_03,22.38,55.25
2026-01-02 17:40:00,sensor_03,23.53,58.33
2026-01-02 17:45:00,sensor_01,24.02,54.71
2026-01-02 17:50:00,sensor_01,22.37,56.06
2026-01-02 17:55:00,sensor_01,23.35,56.07
2026-01-02 18:00:00,sensor_02,22.67,55.0
2026-01-02 18:05:00,sensor_03,22.76,53.26
2026-01-02 18:10:00,sensor_03,22.7,56.65
2026-01-02 18:15:00,sensor_02,22.57,55.88
2026-01-02 18:20:00,sensor_02,23.02,57.0
2026-01-02 18:25:00,sensor_01,22.58,54.93
2026-01-02 18:30:00,sensor_01,23.14,58.44
2026-01-02 18:35:00,sensor_01,22.97,54.25
2026-01-02 18:40:00,sensor_01,22.88,59.42
2026-01-02 18:45:00,sensor_01,22.55,52.5
2026-01-02 18:50:00,sensor_01,22.71,56.87
2026-01-02 18:55:00,sensor_02,23.38,56.95
